,Clothing ID,Age,Title,Review Text,Rating,Recommended IND,Positive Feedback Count,Division Name,Department Name,Class Name,Review Length,tokenized,tokenized_unlist,Polarity Score,Neutral Score,Negative Score,Positive Score,Sentiment,label,Reviews_pos_tags,Label_tags
8676,1078,49,Really great fit,"Really great fit I fell in love with the dress when i saw it but i was worried about a few things before ordering it. one comment mentioned that the slip underneath was tight in the hips, yet as a size 30 in pants the slip was still fine. the other concern was the length. i was worried that the dress would be very short compared to my height, however, it was a good length in the front and the back was came down longer than the front which helped the overall length. overall, i ordered a size 6 and it fit well in",5,1,1,General Petite,Dresses,Dresses,516,"['really', 'great', 'fit', 'fell', 'love', 'dress', 'saw', 'worried', 'things', 'ordering', 'one', 'comment', 'mentioned', 'slip', 'underneath', 'tight', 'hips', 'yet', 'size', 'pants', 'slip', 'still', 'fine', 'concern', 'length', 'worried', 'dress', 'would', 'short', 'compared', 'height', 'however', 'good', 'length', 'front', 'back', 'came', 'longer', 'front', 'helped', 'overall', 'length', 'overall', 'ordered', 'size', 'fit', 'well']",really great fit fell love dress saw worried things ordering one comment mentioned slip underneath tight hips yet size pants slip still fine concern length worried dress would short compared height however good length front back came longer front helped overall length overall ordered size fit well,0.9481,0.6,0.069,0.331,Positive,1,"[('really', 'RB'), ('great', 'JJ'), ('fit', 'NN'), ('fell', 'VBD'), ('love', 'JJR'), ('dress', 'NN'), ('saw', 'VBD'), ('worried', 'JJ'), ('things', 'NNS'), ('ordering', 'VBG'), ('one', 'CD'), ('comment', 'NN'), ('mentioned', 'VBD'), ('slip', 'JJ'), ('underneath', 'JJ'), ('tight', 'JJ'), ('hips', 'NNS'), ('yet', 'RB'), ('size', 'NN'), ('30', 'CD'), ('pants', 'NNS'), ('slip', 'NN'), ('still', 'RB'), ('fine', 'JJ'), ('concern', 'NN'), ('length', 'NN'), ('worried', 'VBD'), ('dress', 'NN'), ('would', 'MD'), ('short', 'VB'), ('compared', 'VBN'), ('height', 'JJ'), ('however', 'RB'), ('good', 'JJ'), ('length', 'NN'), ('front', 'NN'), ('back', 'RB'), ('came', 'VBD'), ('longer', 'RBR'), ('front', 'JJ'), ('helped', 'VBD'), ('overall', 'JJ'), ('length', 'NN'), ('overall', 'JJ'), ('ordered', 'VBD'), ('size', 'NN'), ('6', 'CD'), ('fit', 'NN'), ('well', 'NN')]","['really great', 'fit love', 'dress worried', 'comment slip', 'underneath tight hips', 'slip still fine', 'worried dress', 'good length front', 'front', 'overall length']"
8682,1078,64,Lovely spring dress,Lovely spring dress Comfortable and true to size. it fits more fitted on the top and very swingy/flowy on the bottom. i got a petite and the length was perfect. if you like to wear very high heels you may want to go with a regular as its a tad short.,5,1,1,General Petite,Dresses,Dresses,250,"['lovely', 'spring', 'dress', 'comfortable', 'true', 'size', 'fits', 'fitted', 'top', 'swingy', 'flowy', 'bottom', 'got', 'petite', 'length', 'perfect', 'like', 'wear', 'high', 'heels', 'may', 'want', 'regular', 'tad', 'short']",lovely spring dress comfortable true size fits fitted top swingy flowy bottom got petite length perfect like wear high heels may want regular tad short,0.9531,0.484,0.0,0.516,Positive,1,"[('lovely', 'RB'), ('spring', 'NN'), ('dress', 'NN'), ('comfortable', 'JJ'), ('true', 'JJ'), ('size', 'NN'), ('fits', 'NNS'), ('fitted', 'VBN'), ('top', 'JJ'), ('swingy/flowy', 'NN'), ('bottom', 'NN'), ('got', 'VBD'), ('petite', 'JJ'), ('length', 'NN'), ('perfect', 'NN'), ('like', 'IN'), ('wear', 'JJ'), ('high', 'JJ'), ('heels', 'NNS'), ('may', 'MD'), ('want', 'VB'), ('go', 'VB'), ('regular', 'JJ'), ('tad', 'NN'), ('short', 'JJ')]","['spring dress comfortable', 'true size', 'fits fitted top', 'petite length perfect', 'wear high heels', 'tad short']"
8683,1078,52,Fun spring colors but tricky on certain body types,"Fun spring colors but tricky on certain body types In the store i was immediately drawn to the blue/white combination, but on the opposite side of the rack hung the spring colored one, which i ultimately tried on. it was obvious that the dress was a bit oversized, so i chose the smaller of my two dress sizes (10) to try on. this was the right choice, but it was still really big. i am not sure that i could have gone down another size (mostly i wear a 12 in dresses that are fitted), due to my bust (36c) and broad back/shoulders. from the front, th",4,1,87,General Petite,Dresses,Dresses,551,"['fun', 'spring', 'colors', 'tricky', 'certain', 'body', 'types', 'store', 'immediately', 'drawn', 'blue', 'white', 'combination', 'opposite', 'side', 'rack', 'hung', 'spring', 'colored', 'one', 'ultimately', 'tried', 'obvious', 'dress', 'bit', 'oversized', 'chose', 'smaller', 'two', 'dress', 'sizes', 'try', 'right', 'choice', 'still', 'really', 'big', 'sure', 'could', 'gone', 'another', 'size', 'mostly', 'wear', 'dresses', 'fitted', 'due', 'bust', 'broad', 'back', 'shoulders', 'front']",fun spring colors tricky certain body types store immediately drawn blue white combination opposite side rack hung spring colored one ultimately tried obvious dress bit oversized chose smaller two dress sizes try right choice still really big sure could gone another size mostly wear dresses fitted due bust broad back shoulders front,0.749,0.834,0.028,0.139,Positive,1,"[('fun', 'NN'), ('spring', 'NN'), ('colors', 'NNS'), ('tricky', 'VBP'), ('certain', 'JJ'), ('body', 'NN'), ('types', 'NNS'), ('store', 'RBR'), ('immediately', 'RB'), ('drawn', 'VBN'), ('blue/white', 'JJ'), ('combination', 'NN'), ('opposite', 'JJ'), ('side', 'NN'), ('rack', 'NN'), ('hung', 'NN'), ('spring', 'NN'), ('colored', 'VBD'), ('one', 'CD'), ('ultimately', 'RB'), ('tried', 'JJ'), ('obvious', 'JJ'), ('dress', 'NN'), ('bit', 'NN'), ('oversized', 'JJ'), ('chose', 'RB'), ('smaller', 'JJR'), ('two', 'CD'), ('dress', 'NN'), ('sizes', 'NNS'), ('10', 'CD'), ('try', 'NN'), ('right', 'NN'), ('choice', 'NN'), ('still', 'RB'), ('really', 'RB'), ('big', 'JJ'), ('sure', 'NN'), ('could', 'MD'), ('gone', 'VBN'), ('another', 'DT'), ('size', 'NN'), ('mostly', 'RB'), ('wear', 'JJ'), ('12', 'CD'), ('dresses', 'NNS'), ('fitted', 'VBN'), ('due', 'JJ'), ('bust', 'RB'), ('36c', 'CD'), ('broad', 'JJ'), ('back/shoulders', 'NNS'), ('front', 'VBP'), ('th', 'NN')]","['colors tricky certain', 'blue/white combination opposite side', 'combination opposite', 'dress bit oversized', 'smaller dress', 'right choice', 'still really big', 'due bust', 'broad back/shoulders']"
8686,1078,44,Forget-me-not!,"Forget-me-not! This dress is extremely feminine. the liner is the unsung hero here: it's cleverly designed to be fitted because on a windy day and the dress flies up, it's a saving grace; it has snap buttons and can be detached, the fabric is opaque so the dress is not see-through. the fabric of the dress is sheer, soft and smooth, and i thought it was silk until i read the tag which listed as viscose. the details of this dress is breathtaking, from the flower design (check out the bottom horizontal lines of t",5,1,2,General Petite,Dresses,Dresses,515,"['forget', 'dress', 'extremely', 'feminine', 'liner', 'unsung', 'hero', 'cleverly', 'designed', 'fitted', 'windy', 'day', 'dress', 'flies', 'saving', 'grace', 'snap', 'buttons', 'detached', 'fabric', 'opaque', 'dress', 'see', 'fabric', 'dress', 'sheer', 'soft', 'smooth', 'thought', 'silk', 'read', 'tag', 'listed', 'viscose', 'details', 'dress', 'breathtaking', 'flower', 'design', 'check', 'bottom', 'horizontal', 'lines']",forget dress extremely feminine liner unsung hero cleverly designed fitted windy day dress flies saving grace snap buttons detached fabric opaque dress see fabric dress sheer soft smooth thought silk read tag listed viscose details dress breathtaking flower design check bottom horizontal lines,0.8834,0.697,0.064,0.239,Positive,1,"[('forget-me-not', 'JJ'), ('dress', 'NN'), ('extremely', 'RB'), ('feminine', 'JJ'), ('liner', 'NN'), ('unsung', 'JJ'), ('hero', 'NN'), ('cleverly', 'RB'), ('designed', 'VBN'), ('fitted', 'JJ'), ('windy', 'JJ'), ('day', 'NN'), ('dress', 'NN'), ('flies', 'NNS'), ('saving', 'VBG'), ('grace', 'NN'), ('snap', 'JJ'), ('buttons', 'NNS'), ('detached', 'VBD'), ('fabric', 'JJ'), ('opaque', 'JJ'), ('dress', 'NN'), ('see-through', 'JJ'), ('fabric', 'NN'), ('dress', 'NN'), ('sheer', 'NN'), ('soft', 'JJ'), ('smooth', 'NNS'), ('thought', 'VBD'), ('silk', 'RB'), ('read', 'VBN'), ('tag', 'NN'), ('listed', 'VBN'), ('viscose', 'RB'), ('details', 'NNS'), ('dress', 'NN'), ('breathtaking', 'VBG'), ('flower', 'JJR'), ('design', 'NN'), ('check', 'NN'), ('bottom', 'NN'), ('horizontal', 'JJ'), ('lines', 'NNS')]","['dress extremely feminine', 'liner unsung', 'fitted windy day', 'grace snap', 'fabric opaque dress', 'fabric dress', 'sheer soft', 'breathtaking flower', 'bottom horizontal']"
8688,1078,31,"Beautiful, but does not fit as pictured","Beautiful, but does not fit as pictured Saw this dress in the blue motif and thought it would be perfect for a summer outdoor wedding. i'm 5'4"" 125 lbs and ordered a size 2. it fit true to size in the shoulders, bust and length, but did not fit as pictured on the site; it looks in the pictures like there is some shape to the waistline without being too fitted, which i like. on me there was absolutely no shape. it just billowed and looked really maternity. 15 bucks for alterations to take in the sides and now it's my favorite darn thin",4,1,0,General,Dresses,Dresses,540,"['beautiful', 'fit', 'pictured', 'saw', 'dress', 'blue', 'motif', 'thought', 'would', 'perfect', 'summer', 'outdoor', 'wedding', 'lbs', 'ordered', 'size', 'fit', 'true', 'size', 'shoulders', 'bust', 'length', 'fit', 'pictured', 'site', 'looks', 'pictures', 'like', 'shape', 'waistline', 'without', 'fitted', 'like', 'absolutely', 'shape', 'billowed', 'looked', 'really', 'maternity', 'bucks', 'alterations', 'take', 'sides', 'favorite', 'darn', 'thin']",beautiful fit pictured saw dress blue motif thought would perfect summer outdoor wedding lbs ordered size fit true size shoulders bust length fit pictured site looks pictures like shape waistline without fitted like absolutely shape billowed looked really maternity bucks alterations take sides favorite darn thin,0.9747,0.588,0.0,0.412,Positive,1,"[('beautiful', 'JJ'), ('fit', 'NN'), ('pictured', 'VBD'), ('saw', 'JJ'), ('dress', 'NN'), ('blue', 'JJ'), ('motif', 'NN'), ('thought', 'NN'), ('would', 'MD'), ('perfect', 'VB'), ('summer', 'NN'), ('outdoor', 'IN'), ('wedding', 'VBG'), (""'m"", 'VBP'), (""5'4"", 'CD'), (""''"", ""''""), ('125', 'CD'), ('lbs', 'NN'), ('ordered', 'VBD'), ('size', 'NN'), ('2.', 'CD'), ('fit', 'NN'), ('true', 'JJ'), ('size', 'NN'), ('shoulders', 'NNS'), ('bust', 'VBP'), ('length', 'NN'), ('fit', 'NN'), ('pictured', 'VBD'), ('site', 'NN'), ('looks', 'VBZ'), ('pictures', 'NNS'), ('like', 'IN'), ('shape', 'NN'), ('waistline', 'NN'), ('without', 'IN'), ('fitted', 'VBN'), ('like', 'IN'), ('absolutely', 'RB'), ('shape', 'NN'), ('billowed', 'VBD'), ('looked', 'VBD'), ('really', 'RB'), ('maternity', 'JJ'), ('15', 'CD'), ('bucks', 'NNS'), ('alterations', 'NNS'), ('take', 'VBP'), ('sides', 'NNS'), ('favorite', 'VBP'), ('darn', 'NNS'), ('thin', 'JJ')]","['fit saw', 'dress blue', 'fit true', 'darn thin']"
8689,1078,56,I wanted to love this dress too!,"I wanted to love this dress too! Such a cute dress it was just way too big in the back of the dress, too much fabric, it just hung with
no form around waist. it appeared more fitted on the model than the one i received. dress was quite
a bit longer in the back so i felt like the front was riding up just in the minutes of trying it on. 
sadly i have to return it. it did come with an underneath slip which was necessary as the fabric was very
thin.
recommend with caution to sizing.",3,1,1,General,Dresses,Dresses,488,"['wanted', 'love', 'dress', 'cute', 'dress', 'way', 'big', 'back', 'dress', 'much', 'fabric', 'hung', 'form', 'around', 'waist', 'appeared', 'fitted', 'model', 'one', 'received', 'dress', 'quite', 'bit', 'longer', 'back', 'felt', 'like', 'front', 'riding', 'minutes', 'trying', 'sadly', 'return', 'come', 'underneath', 'slip', 'necessary', 'fabric', 'thin', 'recommend', 'caution', 'sizing']",wanted love dress cute dress way big back dress much fabric hung form around waist appeared fitted model one received dress quite bit longer back felt like front riding minutes trying sadly return come underneath slip necessary fabric thin recommend caution sizing,0.8555,0.712,0.054,0.235,Positive,1,"[('wanted', 'VBN'), ('love', 'NN'), ('dress', 'NN'), ('cute', 'NN'), ('dress', 'NN'), ('way', 'NN'), ('big', 'JJ'), ('back', 'RB'), ('dress', 'NN'), ('much', 'JJ'), ('fabric', 'NN'), ('hung', 'NN'), ('form', 'NN'), ('around', 'IN'), ('waist', 'NN'), ('appeared', 'VBD'), ('fitted', 'JJ'), ('model', 'NN'), ('one', 'CD'), ('received', 'VBD'), ('dress', 'NN'), ('quite', 'RB'), ('bit', 'RB'), ('longer', 'RBR'), ('back', 'RB'), ('felt', 'RBR'), ('like', 'IN'), ('front', 'NN'), ('riding', 'VBG'), ('minutes', 'NNS'), ('trying', 'VBG'), ('sadly', 'RB'), ('return', 'VB'), ('come', 'JJ'), ('underneath', 'NN'), ('slip', 'NN'), ('necessary', 'JJ'), ('fabric', 'NN'), ('thin', 'JJ'), ('recommend', 'NN'), ('caution', 'NN'), ('sizing', 'VBG')]","['dress way big', 'dress much', 'fabric hung', 'underneath slip necessary fabric', 'slip necessary']"
8919,1078,42,Pretty dress but not for pear shapes,Pretty dress but not for pear shapes This dress is beautiful but the bottom half was too tight for my shape.,3,1,1,General,Dresses,Dresses,108,"['pretty', 'dress', 'pear', 'shapes', 'dress', 'beautiful', 'bottom', 'half', 'tight', 'shape']",pretty dress pear shapes dress beautiful bottom half tight shape,0.7964,0.53,0.0,0.47,Positive,1,"[('pretty', 'RB'), ('dress', 'JJ'), ('pear', 'JJ'), ('shapes', 'NNS'), ('dress', 'RB'), ('beautiful', 'JJ'), ('bottom', 'JJ'), ('half', 'NN'), ('tight', 'JJ'), ('shape', 'NN')]","['pretty dress pear', 'shapes dress beautiful', 'bottom half tight shape', 'half tight']"
9826,1078,56,Dark pink and short length,Dark pink and short length I wanted to wear this for my journey to cuncun and i wanted the blight pink as photo however it was a dark pink which didn't fit to me unfortunately... but the design was pretty!,3,1,4,General Petite,Dresses,Dresses,205,"['dark', 'pink', 'short', 'length', 'wanted', 'wear', 'journey', 'cuncun', 'wanted', 'blight', 'pink', 'photo', 'however', 'dark', 'pink', 'fit', 'unfortunately', 'design', 'pretty']",dark pink short length wanted wear journey cuncun wanted blight pink photo however dark pink fit unfortunately design pretty,0.5106,0.664,0.1,0.237,Positive,1,"[('dark', 'JJ'), ('pink', 'VBP'), ('short', 'JJ'), ('length', 'NN'), ('wanted', 'VBD'), ('wear', 'JJ'), ('journey', 'NN'), ('cuncun', 'NN'), ('wanted', 'VBD'), ('blight', 'JJ'), ('pink', 'NN'), ('photo', 'NN'), ('however', 'RB'), ('dark', 'JJ'), ('pink', 'VBP'), ('fit', 'JJ'), ('unfortunately', 'RB'), ('...', ':'), ('design', 'NN'), ('pretty', 'RB')]","['short length wear journey', 'length wear', 'cuncun blight', 'photo however dark']"
9829,1078,40, ,"  I love this romper! it has a retro look to it, is super soft, and has a whimsical retailer print. the  pink color is the perfect shade too. the fit is great and i had no problems getting it on or off.",5,1,0,General Petite,Dresses,Dresses,202,"['love', 'romper', 'retro', 'look', 'super', 'soft', 'whimsical', 'retailer', 'print', 'pink', 'color', 'perfect', 'shade', 'fit', 'great', 'problems', 'getting']",love romper retro look super soft whimsical retailer print pink color perfect shade fit great problems getting,0.9517,0.309,0.083,0.608,Positive,1,"[('love', 'VB'), ('romper', 'NN'), ('retro', 'NN'), ('look', 'VBP'), ('super', 'JJ'), ('soft', 'JJ'), ('whimsical', 'JJ'), ('retailer', 'NN'), ('print', 'NN'), ('pink', 'VBP'), ('color', 'NN'), ('perfect', 'JJ'), ('shade', 'NN'), ('fit', 'NN'), ('great', 'JJ'), ('problems', 'NNS'), ('getting', 'VBG')]","['whimsical retailer print', 'pink color perfect', 'fit great problems']"
9832,1078,20,Retro diner girl chic,"Retro diner girl chic When i first tried on this romper, i grabbed a 6 (my normal size) but because of my bust size, i could not even get the top half to cover me at all. i decided to give this romper another go a month later, and tried on the 8...it made all the difference! i love it, it fits amazing, and it is just too cool.",5,1,0,General Petite,Dresses,Dresses,328,"['retro', 'diner', 'girl', 'chic', 'first', 'tried', 'romper', 'grabbed', 'normal', 'size', 'bust', 'size', 'could', 'even', 'get', 'top', 'half', 'cover', 'decided', 'give', 'romper', 'another', 'month', 'later', 'tried', 'made', 'difference', 'love', 'fits', 'amazing', 'cool']",retro diner girl chic first tried romper grabbed normal size bust size could even get top half cover decided give romper another month later tried made difference love fits amazing cool,0.9217,0.647,0.0,0.353,Positive,1,"[('retro', 'NN'), ('diner', 'NN'), ('girl', 'NN'), ('chic', 'VBP'), ('first', 'RB'), ('tried', 'VBN'), ('romper', 'NN'), ('grabbed', 'VBD'), ('6', 'CD'), ('normal', 'JJ'), ('size', 'NN'), ('bust', 'NN'), ('size', 'NN'), ('could', 'MD'), ('even', 'RB'), ('get', 'VB'), ('top', 'JJ'), ('half', 'NN'), ('cover', 'NN'), ('decided', 'VBD'), ('give', 'JJ'), ('romper', 'NN'), ('another', 'DT'), ('go', 'VBP'), ('month', 'NN'), ('later', 'RB'), ('tried', 'VBD'), ('8', 'CD'), ('...', ':'), ('made', 'VBN'), ('difference', 'NN'), ('love', 'NN'), ('fits', 'VBZ'), ('amazing', 'JJ'), ('cool', 'NN')]","['normal size', 'top half cover', 'give romper']"
9834,1078,39,Cute and flattering,"Cute and flattering Just not the right color for my skin tone (though lovely pink). i didn't see the green in person, but probably nice too.

the cut is well fitted at the waist, elastic band. i will say, however, that it was almost hard to pull the shoulders over (doesn't unbutton past waist). fabric is soft and flowey, length on the regular was mid-though for me, i am a tad oder, so it was nice... if i were younger, i would get petite.

for reference: 115 lbs, 30 dd, 26.5 inch waist",4,1,15,General Petite,Dresses,Dresses,493,"['cute', 'flattering', 'right', 'color', 'skin', 'tone', 'though', 'lovely', 'pink', 'see', 'green', 'person', 'probably', 'nice', 'cut', 'well', 'fitted', 'waist', 'elastic', 'band', 'say', 'however', 'almost', 'hard', 'pull', 'shoulders', 'unbutton', 'past', 'waist', 'fabric', 'soft', 'flowey', 'length', 'regular', 'mid', 'though', 'tad', 'oder', 'nice', 'younger', 'would', 'get', 'petite', 'reference', 'lbs', 'inch', 'waist']",cute flattering right color skin tone though lovely pink see green person probably nice cut well fitted waist elastic band say however almost hard pull shoulders unbutton past waist fabric soft flowey length regular mid though tad oder nice younger would get petite reference lbs inch waist,0.9273,0.661,0.054,0.285,Positive,1,"[('cute', 'NN'), ('flattering', 'VBG'), ('right', 'JJ'), ('color', 'NN'), ('skin', 'NN'), ('tone', 'NN'), ('though', 'IN'), ('lovely', 'JJ'), ('pink', 'VBP'), ('see', 'VBP'), ('green', 'JJ'), ('person', 'NN'), ('probably', 'RB'), ('nice', 'JJ'), ('cut', 'VBN'), ('well', 'RB'), ('fitted', 'VBN'), ('waist', 'NN'), ('elastic', 'JJ'), ('band', 'NN'), ('say', 'VBP'), ('however', 'RB'), ('almost', 'RB'), ('hard', 'JJ'), ('pull', 'NN'), ('shoulders', 'NNS'), (""n't"", 'RB'), ('unbutton', 'VBD'), ('past', 'JJ'), ('waist', 'NN'), ('fabric', 'NN'), ('soft', 'JJ'), ('flowey', 'NN'), ('length', 'NN'), ('regular', 'JJ'), ('mid-though', 'JJ'), ('tad', 'NN'), ('oder', 'NN'), ('nice', 'NN'), ('...', ':'), ('younger', 'JJR'), ('would', 'MD'), ('get', 'VB'), ('petite', 'JJ'), ('reference', 'NN'), ('115', 'CD'), ('lbs', 'NN'), ('30', 'CD'), ('dd', 'NN'), ('26.5', 'CD'), ('inch', 'NN'), ('waist', 'NN')]","['cute flattering right', 'green person', 'probably nice', 'waist elastic', 'hard pull shoulders', 'past waist', 'flowey length', 'regular mid-though']"
9835,1078,77,Cute but difficult,Cute but difficult I thought the design was adorable. i ordered up bc of reviews and i am glad i did. i am a size 6 so i ordered a size 8. the upsize is needed so u can get into the top part of the romper. otherwise it would be mission impossible. it's a pain to get on and off as all rompers are but it's soo cute it's worth it. had compliments on it the first day i wore it.,4,1,0,General Petite,Dresses,Dresses,376,"['cute', 'difficult', 'thought', 'design', 'adorable', 'ordered', 'reviews', 'glad', 'size', 'ordered', 'size', 'upsize', 'needed', 'get', 'top', 'part', 'romper', 'otherwise', 'would', 'mission', 'impossible', 'pain', 'get', 'rompers', 'soo', 'cute', 'worth', 'compliments', 'first', 'day', 'wore']",cute difficult thought design adorable ordered reviews glad size ordered size upsize needed get top part romper otherwise would mission impossible pain get rompers soo cute worth compliments first day wore,0.8957,0.474,0.125,0.401,Positive,1,"[('cute', 'NN'), ('difficult', 'JJ'), ('thought', 'VBD'), ('design', 'NN'), ('adorable', 'JJ'), ('ordered', 'JJ'), ('bc', 'NN'), ('reviews', 'NNS'), ('glad', 'VBP'), ('size', 'NN'), ('6', 'CD'), ('ordered', 'VBD'), ('size', 'NN'), ('8.', 'CD'), ('upsize', 'NN'), ('needed', 'VBN'), ('u', 'JJ'), ('get', 'NN'), ('top', 'JJ'), ('part', 'NN'), ('romper', 'NN'), ('otherwise', 'RB'), ('would', 'MD'), ('mission', 'VB'), ('impossible', 'JJ'), ('pain', 'NN'), ('get', 'NN'), ('rompers', 'NNS'), ('soo', 'VBP'), ('cute', 'JJ'), ('worth', 'NN'), ('compliments', 'NNS'), ('first', 'JJ'), ('day', 'NN'), ('wore', 'VBD')]","['cute difficult', 'design adorable', 'bc reviews glad', 'upsize needed u', 'get top', 'rompers soo cute', 'compliments first']"
9837,1078,24,Classy and cool,"Classy and cool This is a great piece to add to your wardrobe! the flowy and light feel of the fabric is great. i got the pink, which surprised me because i wear so much black. the length fits longer than most rompers, which is great. it makes it a classic fit. i definitely recommend this and suggest trying a size up- the waist has elastic, but it's snug.",5,1,1,General Petite,Dresses,Dresses,357,"['classy', 'cool', 'great', 'piece', 'add', 'wardrobe', 'flowy', 'light', 'feel', 'fabric', 'great', 'got', 'pink', 'surprised', 'wear', 'much', 'black', 'length', 'fits', 'longer', 'rompers', 'great', 'makes', 'classic', 'fit', 'definitely', 'recommend', 'suggest', 'trying', 'size', 'waist', 'elastic', 'snug']",classy cool great piece add wardrobe flowy light feel fabric great got pink surprised wear much black length fits longer rompers great makes classic fit definitely recommend suggest trying size waist elastic snug,0.9779,0.47,0.0,0.53,Positive,1,"[('classy', 'JJ'), ('cool', 'NN'), ('great', 'JJ'), ('piece', 'NN'), ('add', 'VB'), ('wardrobe', 'JJ'), ('flowy', 'JJ'), ('light', 'NN'), ('feel', 'VB'), ('fabric', 'JJ'), ('great', 'JJ'), ('got', 'VBD'), ('pink', 'NNS'), ('surprised', 'VBD'), ('wear', 'RB'), ('much', 'JJ'), ('black', 'JJ'), ('length', 'NN'), ('fits', 'NNS'), ('longer', 'JJR'), ('rompers', 'NNS'), ('great', 'JJ'), ('makes', 'VBZ'), ('classic', 'JJ'), ('fit', 'JJ'), ('definitely', 'RB'), ('recommend', 'VBP'), ('suggest', 'JJS'), ('trying', 'VBG'), ('size', 'NN'), ('up-', 'JJ'), ('waist', 'NN'), ('elastic', 'JJ'), ('snug', 'NN')]","['classy cool great piece', 'cool great', 'flowy light', 'feel fabric great', 'wear much black', 'length fits longer', 'rompers great', 'classic fit', 'definitely recommend', 'size up-', 'waist elastic']"
9842,1078,38,Makes you instantly feel like betty grable!,"Makes you instantly feel like betty grable! I've been hesitant to try on rompers, in part because they seem complicated and i also too worry that i would look a bit like mutton disguised as lamb in one of them! however, i saw this romper and fell in love with the pattern and had to try it on! 
the pattern and color are wonderful, and i instantly felt glamorous, like betty grable in a cute cheesecake photograph! i had to buy it, and have since received tons of compliments on it (and i have yet to feel that i am too one foot in the grave t",5,1,0,General Petite,Dresses,Dresses,544,"['makes', 'instantly', 'feel', 'like', 'betty', 'grable', 'hesitant', 'try', 'rompers', 'part', 'seem', 'complicated', 'also', 'worry', 'would', 'look', 'bit', 'like', 'mutton', 'disguised', 'lamb', 'one', 'however', 'saw', 'romper', 'fell', 'love', 'pattern', 'try', 'pattern', 'color', 'wonderful', 'instantly', 'felt', 'glamorous', 'like', 'betty', 'grable', 'cute', 'cheesecake', 'photograph', 'buy', 'since', 'received', 'tons', 'compliments', 'yet', 'feel', 'one', 'foot', 'grave']",makes instantly feel like betty grable hesitant try rompers part seem complicated also worry would look bit like mutton disguised lamb one however saw romper fell love pattern try pattern color wonderful instantly felt glamorous like betty grable cute cheesecake photograph buy since received tons compliments yet feel one foot grave,0.9413,0.534,0.132,0.334,Positive,1,"[('makes', 'VBZ'), ('instantly', 'RB'), ('feel', 'VBN'), ('like', 'IN'), ('betty', 'NNS'), ('grable', 'JJ'), (""'ve"", 'VBP'), ('hesitant', 'JJ'), ('try', 'NN'), ('rompers', 'NNS'), ('part', 'NN'), ('seem', 'VBP'), ('complicated', 'VBN'), ('also', 'RB'), ('worry', 'VBP'), ('would', 'MD'), ('look', 'VB'), ('bit', 'NN'), ('like', 'IN'), ('mutton', 'NN'), ('disguised', 'VBN'), ('lamb', 'NN'), ('one', 'CD'), ('however', 'RB'), ('saw', 'VBD'), ('romper', 'NN'), ('fell', 'VBD'), ('love', 'JJR'), ('pattern', 'NN'), ('try', 'NN'), ('pattern', 'NN'), ('color', 'NN'), ('wonderful', 'NN'), ('instantly', 'RB'), ('felt', 'VBD'), ('glamorous', 'JJ'), ('like', 'IN'), ('betty', 'JJ'), ('grable', 'JJ'), ('cute', 'NN'), ('cheesecake', 'NN'), ('photograph', 'NN'), ('buy', 'NN'), ('since', 'IN'), ('received', 'VBN'), ('tons', 'NNS'), ('compliments', 'NNS'), ('yet', 'RB'), ('feel', 'VBP'), ('one', 'CD'), ('foot', 'NN'), ('grave', 'NN')]","['betty grable', 'mutton disguised lamb', 'romper love', 'pattern color wonderful', 'instantly glamorous', 'betty grable cute']"
